===============================================================================
Id,AAPL,len,datetime,open,high,low,close,volume,openinterest,adjclose,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
404,AAPL,404,2015-08-10 23:59:59.999989,107.88,111.08,107.88,110.83,59357067.0,0.0,110.834412,SmaCross,404,735820.9999999999,Broker,404,10015.94,10015.94,BuySell,404,,,Trades - Net Profit/Loss,404,,
405,AAPL,405,2015-08-11 23:59:59.999989,109.07,109.41,104.92,105.07,104865903.0,0.0,105.066818,SmaCross,405,735821.9999999999,Broker,405,10015.94,10015.94,BuySell,405,,,Trades - Net Profit/Loss,405,,
406,AAPL,406,2015-08-12 23:59:59.999989,104.18,106.85,101.49,106.69,109332102.0,0.0,106.686913,SmaCross,406,735822.9999999999,Broker,406,10015.94,10015.94,BuySell,406,,,Trades - Net Profit/Loss,406,,
407,AAPL,407,2015-08-13 23:59:59.999989,107.43,107.76,106.04,106.6,52426911.0,0.0,106.6036,SmaCross,407,735823.9999999999,Broker,407,10015.94,10015.94,BuySell,407,,,Trades - Net Profit/Loss,407,,
408,AAPL,408,2015-08-14 23:59:59.999989,105.84,107.68,105.55,107.35,46371156.0,0.0,107.353477,SmaCross,408,735824.9999999999,Broker,408,10015.94,10015.94,BuySell,408,,,Trades - Net Profit/Loss,408,,
409,AAPL,409,2015-08-17 23:59:59.999989,107.43,108.92,106.93,108.46,44162424.0,0.0,108.464417,SmaCross,409,735827.9999999999,Broker,409,10015.94,10015.94,BuySell,409,,,Trades - Net Profit/Loss,409,,
410,AAPL,410,2015-08-18 23:59:59.999989,107.79,108.72,107.4,107.85,37331424.0,0.0,107.853416,SmaCross,410,735828.9999999999,Broker,410,10015.94,10015.94,BuySell,410,,,Trades - Net Profit/Loss,410,,
411,AAPL,411,2015-08-19 23:59:59.999989,107.48,107.87,106.17,106.47,52157617.0,0.0,106.474007,SmaCross,411,735829.9999999999,Broker,411,10015.94,10015.94,BuySell,411,,,Trades - Net Profit/Loss,411,,
412,AAPL,412,2015-08-20 23:59:59.999989,105.61,105.86,103.34,104.29,73993370.0,0.0,104.289146,SmaCross,412,735830.9999999999,Broker,412,10015.94,10015.94,BuySell,412,,,Trades - Net Profit/Loss,412,,
413,AAPL,413,2015-08-21 23:59:59.999989,102.23,103.59,97.81,97.91,138559348.0,0.0,97.910515,SmaCross,413,735831.9999999999,Broker,413,10015.94,10015.94,BuySell,413,,,Trades - Net Profit/Loss,413,,
414,AAPL,414,2015-08-24 23:59:59.999989,87.83,100.72,85.17,95.47,175210357.0,0.0,95.466469,SmaCross,414,735834.9999999999,Broker,414,10015.94,10015.94,BuySell,414,,,Trades - Net Profit/Loss,414,,
415,AAPL,415,2015-08-25 23:59:59.999989,102.86,102.86,95.82,96.04,111907314.0,0.0,96.040459,SmaCross,415,735835.9999999999,Broker,415,10015.94,10015.94,BuySell,415,,,Trades - Net Profit/Loss,415,,
416,AAPL,416,2015-08-26 23:59:59.999989,99.14,101.73,97.25,101.55,104533000.0,0.0,101.548851,SmaCross,416,735836.9999999999,Broker,416,10015.94,10015.94,BuySell,416,,,Trades - Net Profit/Loss,416,,
417,AAPL,417,2015-08-27 23:59:59.999989,103.9,104.84,101.85,104.54,91399744.0,0.0,104.539131,SmaCross,417,735837.9999999999,Broker,417,10015.94,10015.94,BuySell,417,,,Trades - Net Profit/Loss,417,,
418,AAPL,418,2015-08-28 23:59:59.999989,103.84,104.9,103.26,104.88,57426583.0,0.0,104.881653,SmaCross,418,735838.9999999999,Broker,418,10015.94,10015.94,BuySell,418,,,Trades - Net Profit/Loss,418,,
419,AAPL,419,2015-08-31 23:59:59.999989,103.72,106.03,103.69,104.39,60737190.0,0.0,104.390999,SmaCross,419,735841.9999999999,Broker,419,10015.94,10015.94,BuySell,419,,,Trades - Net Profit/Loss,419,,
420,AAPL,420,2015-09-01 23:59:59.999989,101.97,103.58,99.39,99.73,83006623.0,0.0,99.72506,SmaCross,420,735842.9999999999,Broker,420,10015.94,10015.94,BuySell,420,,,Trades - Net Profit/Loss,420,,
421,AAPL,421,2015-09-02 23:59:59.999989,102.05,104.0,101.03,104.0,66850421.0,0.0,104.002151,SmaCross,421,735843.9999999999,Broker,421,10015.94,10015.94,BuySell,421,,,Trades - Net Profit/Loss,421,,
422,AAPL,422,2015-09-03 23:59:59.999989,104.14,104.41,101.87,102.18,57501651.0,0.0,102.178383,SmaCross,422,735844.9999999999,Broker,422,10015.94,10015.94,BuySell,422,,,Trades - Net Profit/Loss,422,,
423,AAPL,423,2015-09-04 23:59:59.999989,100.88,102.25,100.46,101.16,54004493.0,0.0,101.160019,SmaCross,423,735845.9999999999,Broker,423,10015.94,10015.94,BuySell,423,,,Trades - Net Profit/Loss,423,,
424,AAPL,424,2015-09-08 23:59:59.999989,103.46,104.21,102.13,103.97,59240403.0,0.0,103.974388,SmaCross,424,735849.9999999999,Broker,424,10015.94,10015.94,BuySell,424,,,Trades - Net Profit/Loss,424,,
425,AAPL,425,2015-09-09 23:59:59.999989,105.32,105.56,101.62,101.97,91826114.0,0.0,101.974693,SmaCross,425,735850.9999999999,Broker,425,10015.94,10015.94,BuySell,425,,,Trades - Net Profit/Loss,425,,
426,AAPL,426,2015-09-10 23:59:59.999989,102.09,104.87,101.74,104.22,67934914.0,0.0,104.21508,SmaCross,426,735851.9999999999,Broker,426,10015.94,10015.94,BuySell,426,,,Trades - Net Profit/Loss,426,,
427,AAPL,427,2015-09-11 23:59:59.999989,103.49,105.73,103.47,105.73,53917219.0,0.0,105.733368,SmaCross,427,735852.9999999999,Broker,427,10015.94,10015.94,BuySell,427,,,Trades - Net Profit/Loss,427,,
428,AAPL,428,2015-09-14 23:59:59.999989,107.93,108.21,106.34,106.75,63042396.0,0.0,106.751709,SmaCross,428,735855.9999999999,Broker,428,10015.94,10015.94,BuySell,428,,,Trades - Net Profit/Loss,428,,
429,AAPL,429,2015-09-15 23:59:59.999989,107.33,107.88,105.93,107.65,46815858.0,0.0,107.649734,SmaCross,429,735856.9999999999,Broker,429,10015.94,10015.94,BuySell,429,,,Trades - Net Profit/Loss,429,,
430,AAPL,430,2015-09-16 23:59:59.999989,107.62,107.89,106.87,107.77,40153692.0,0.0,107.770096,SmaCross,430,735857.9999999999,Broker,430,10015.94,10015.94,BuySell,430,,,Trades - Net Profit/Loss,430,,
431,AAPL,431,2015-09-17 23:59:59.999989,107.08,107.84,105.28,105.46,69252490.0,0.0,105.464905,SmaCross,431,735858.9999999999,Broker,431,9908.86,10014.32,BuySell,431,103.7008,,Trades - Net Profit/Loss,431,,
432,AAPL,432,2015-09-18 23:59:59.999989,103.88,105.82,103.57,105.03,80240746.0,0.0,105.02977,SmaCross,432,735859.9999999999,Broker,432,9908.86,10013.890000000001,BuySell,432,,,Trades - Net Profit/Loss,432,,
433,AAPL,433,2015-09-21 23:59:59.999989,105.23,106.81,105.22,106.66,54248287.0,0.0,106.659157,SmaCross,433,735862.9999999999,Broker,433,9908.86,10015.52,BuySell,433,,,Trades - Net Profit/Loss,433,,
434,AAPL,434,2015-09-22 23:59:59.999989,104.96,105.71,104.17,104.98,54382448.0,0.0,104.98349,SmaCross,434,735863.9999999999,Broker,434,9908.86,10013.84,BuySell,434,,,Trades - Net Profit/Loss,434,,
435,AAPL,435,2015-09-23 23:59:59.999989,105.2,106.21,104.89,105.84,38623310.0,0.0,105.835205,SmaCross,435,735864.9999999999,Broker,435,9908.86,10014.7,BuySell,435,,,Trades - Net Profit/Loss,435,,
436,AAPL,436,2015-09-24 23:59:59.999989,104.84,106.93,104.03,106.46,54245594.0,0.0,106.464729,SmaCross,436,735865.9999999999,Broker,436,9908.86,10015.32,BuySell,436,,,Trades - Net Profit/Loss,436,,
437,AAPL,437,2015-09-25 23:59:59.999989,107.8,108.03,105.56,106.2,60653600.0,0.0,106.196243,SmaCross,437,735866.9999999999,Broker,437,9908.86,10015.060000000001,BuySell,437,,,Trades - Net Profit/Loss,437,,
438,AAPL,438,2015-09-28 23:59:59.999989,105.4,106.07,104.09,104.09,56286571.0,0.0,104.094742,SmaCross,438,735869.9999999999,Broker,438,9908.86,10012.95,BuySell,438,,,Trades - Net Profit/Loss,438,,
439,AAPL,439,2015-09-29 23:59:59.999989,104.46,105.09,99.85,100.97,79247095.0,0.0,100.965599,SmaCross,439,735870.9999999999,Broker,439,9908.86,10009.83,BuySell,439,,,Trades - Net Profit/Loss,439,,
440,AAPL,440,2015-09-30 23:59:59.999989,101.99,103.26,100.66,102.11,71802137.0,0.0,102.113564,SmaCross,440,735871.9999999999,Broker,440,9908.86,10010.970000000001,BuySell,440,,,Trades - Net Profit/Loss,440,,
441,AAPL,441,2015-10-01 23:59:59.999989,100.97,101.48,99.35,101.45,69054289.0,0.0,101.447006,SmaCross,441,735872.9999999999,Broker,441,9908.86,10010.310000000001,BuySell,441,,,Trades - Net Profit/Loss,441,,
442,AAPL,442,2015-10-02 23:59:59.999989,99.99,102.77,99.57,102.19,62671248.0,0.0,102.187614,SmaCross,442,735873.9999999999,Broker,442,9908.86,10011.050000000001,BuySell,442,,,Trades - Net Profit/Loss,442,,
443,AAPL,443,2015-10-05 23:59:59.999989,101.72,103.1,100.97,102.56,56238719.0,0.0,102.557945,SmaCross,443,735876.9999999999,Broker,443,9908.86,10011.42,BuySell,443,,,Trades - Net Profit/Loss,443,,
444,AAPL,444,2015-10-06 23:59:59.999989,102.42,103.45,101.62,103.05,52060734.0,0.0,103.048599,SmaCross,444,735877.9999999999,Broker,444,9908.86,10011.91,BuySell,444,,,Trades - Net Profit/Loss,444,,
445,AAPL,445,2015-10-07 23:59:59.999989,103.45,103.47,101.29,102.56,50514791.0,0.0,102.557945,SmaCross,445,735878.9999999999,Broker,445,10012.310000000001,10012.310000000001,BuySell,445,,105.02205,Trades - Net Profit/Loss,445,,-3.6299999999999955
446,AAPL,446,2015-10-08 23:59:59.999989,102.01,102.01,100.18,101.37,66948499.0,0.0,101.37294,SmaCross,446,735879.9999999999,Broker,446,10012.310000000001,10012.310000000001,BuySell,446,,,Trades - Net Profit/Loss,446,,
447,AAPL,447,2015-10-09 23:59:59.999989,101.84,103.95,101.36,103.8,56996351.0,0.0,103.798492,SmaCross,447,735880.9999999999,Broker,447,10012.310000000001,10012.310000000001,BuySell,447,,,Trades - Net Profit/Loss,447,,
448,AAPL,448,2015-10-12 23:59:59.999989,104.36,104.38,103.17,103.32,32909748.0,0.0,103.317093,SmaCross,448,735883.9999999999,Broker,448,10012.310000000001,10012.310000000001,BuySell,448,,,Trades - Net Profit/Loss,448,,
449,AAPL,449,2015-10-13 23:59:59.999989,102.59,104.1,102.47,103.49,35698861.0,0.0,103.492973,SmaCross,449,735884.9999999999,Broker,449,10012.310000000001,10012.310000000001,BuySell,449,,,Trades - Net Profit/Loss,449,,
450,AAPL,450,2015-10-14 23:59:59.999989,103.03,103.24,101.43,102.03,48026940.0,0.0,102.030258,SmaCross,450,735885.9999999999,Broker,450,10012.310000000001,10012.310000000001,BuySell,450,,,Trades - Net Profit/Loss,450,,
451,AAPL,451,2015-10-15 23:59:59.999989,102.7,103.78,102.29,103.56,40693777.0,0.0,103.557793,SmaCross,451,735886.9999999999,Broker,451,10012.310000000001,10012.310000000001,BuySell,451,,,Trades - Net Profit/Loss,451,,
452,AAPL,452,2015-10-16 23:59:59.999989,103.48,103.69,102.33,102.8,42377873.0,0.0,102.798645,SmaCross,452,735887.9999999999,Broker,452,10012.310000000001,10012.310000000001,BuySell,452,,,Trades - Net Profit/Loss,452,,
453,AAPL,453,2015-10-19 23:59:59.999989,102.58,103.46,101.94,103.44,32144988.0,0.0,103.437447,SmaCross,453,735890.9999999999,Broker,453,10012.310000000001,10012.310000000001,BuySell,453,,,Trades - Net Profit/Loss,453,,
454,AAPL,454,2015-10-20 23:59:59.999989,103.08,105.7,102.59,105.33,52893540.0,0.0,105.326027,SmaCross,454,735891.9999999999,Broker,454,10012.310000000001,10012.310000000001,BuySell,454,,,Trades - Net Profit/Loss,454,,
455,AAPL,455,2015-10-21 23:59:59.999989,105.54,107.0,105.26,105.32,45145912.0,0.0,105.31678,SmaCross,455,735892.9999999999,Broker,455,10012.310000000001,10012.310000000001,BuySell,455,,,Trades - Net Profit/Loss,455,,
456,AAPL,456,2015-10-22 23:59:59.999989,105.84,106.93,105.63,106.93,44993503.0,0.0,106.927628,SmaCross,456,735893.9999999999,Broker,456,10012.310000000001,10012.310000000001,BuySell,456,,,Trades - Net Profit/Loss,456,,
457,AAPL,457,2015-10-23 23:59:59.999989,108.04,110.38,107.7,110.24,64126342.0,0.0,110.241913,SmaCross,457,735894.9999999999,Broker,457,10012.310000000001,10012.310000000001,BuySell,457,,,Trades - Net Profit/Loss,457,,
458,AAPL,458,2015-10-26 23:59:59.999989,109.32,109.36,106.39,106.72,71651777.0,0.0,106.723946,SmaCross,458,735897.9999999999,Broker,458,9902.990000000002,10009.710000000001,BuySell,458,104.79415,,Trades - Net Profit/Loss,458,,
459,AAPL,459,2015-10-27 23:59:59.999989,106.84,107.89,105.53,106.05,75487015.0,0.0,106.048149,SmaCross,459,735898.9999999999,Broker,459,9902.990000000002,10009.04,BuySell,459,,,Trades - Net Profit/Loss,459,,
460,AAPL,460,2015-10-28 23:59:59.999989,108.25,110.45,107.45,110.42,92410050.0,0.0,110.417809,SmaCross,460,735899.9999999999,Broker,460,9902.990000000002,10013.410000000002,BuySell,460,,,Trades - Net Profit/Loss,460,,
461,AAPL,461,2015-10-29 23:59:59.999989,109.89,111.73,109.49,111.58,55334184.0,0.0,111.584305,SmaCross,461,735900.9999999999,Broker,461,9902.990000000002,10014.570000000002,BuySell,461,,,Trades - Net Profit/Loss,461,,
462,AAPL,462,2015-10-30 23:59:59.999989,112.01,112.22,110.58,110.63,53322911.0,0.0,110.630745,SmaCross,462,735901.9999999999,Broker,462,9902.990000000002,10013.62,BuySell,462,,,Trades - Net Profit/Loss,462,,
463,AAPL,463,2015-11-02 23:59:59.999989,111.83,112.35,110.73,112.19,34785032.0,0.0,112.186066,SmaCross,463,735904.9999999999,Broker,463,9902.990000000002,10015.180000000002,BuySell,463,,,Trades - Net Profit/Loss,463,,
464,AAPL,464,2015-11-03 23:59:59.999989,111.82,114.32,111.74,113.47,49168256.0,0.0,113.472885,SmaCross,464,735905.9999999999,Broker,464,9902.990000000002,10016.460000000001,BuySell,464,,,Trades - Net Profit/Loss,464,,
465,AAPL,465,2015-11-04 23:59:59.999989,113.99,114.63,112.59,112.95,48484613.0,0.0,112.945198,SmaCross,465,735906.9999999999,Broker,465,9902.990000000002,10015.940000000002,BuySell,465,,,Trades - Net Profit/Loss,465,,
466,AAPL,466,2015-11-05 23:59:59.999989,113.29,114.07,111.74,112.42,42541538.0,0.0,112.42453,SmaCross,466,735907.9999999999,Broker,466,9902.990000000002,10015.410000000002,BuySell,466,,,Trades - Net Profit/Loss,466,,
467,AAPL,467,2015-11-06 23:59:59.999989,112.6,113.25,112.15,112.55,35539175.0,0.0,112.554688,SmaCross,467,735908.9999999999,Broker,467,9902.990000000002,10015.54,BuySell,467,,,Trades - Net Profit/Loss,467,,
468,AAPL,468,2015-11-09 23:59:59.999989,112.46,113.25,111.62,112.1,36430918.0,0.0,112.099144,SmaCross,468,735911.9999999999,Broker,468,9902.990000000002,10015.090000000002,BuySell,468,,,Trades - Net Profit/Loss,468,,
469,AAPL,469,2015-11-10 23:59:59.999989,108.69,109.77,107.91,108.57,63595962.0,0.0,108.566086,SmaCross,469,735912.9999999999,Broker,469,9902.990000000002,10011.560000000001,BuySell,469,,,Trades - Net Profit/Loss,469,,
470,AAPL,470,2015-11-11 23:59:59.999989,108.19,109.17,107.12,107.95,48634938.0,0.0,107.952477,SmaCross,470,735913.9999999999,Broker,470,9902.990000000002,10010.940000000002,BuySell,470,,,Trades - Net Profit/Loss,470,,
471,AAPL,471,2015-11-12 23:59:59.999989,108.09,108.61,107.52,107.59,34983432.0,0.0,107.589859,SmaCross,471,735914.9999999999,Broker,471,9902.990000000002,10010.580000000002,BuySell,471,,,Trades - Net Profit/Loss,471,,
472,AAPL,472,2015-11-13 23:59:59.999989,107.11,107.45,104.38,104.45,49274254.0,0.0,104.447342,SmaCross,472,735915.9999999999,Broker,472,9902.990000000002,10007.440000000002,BuySell,472,,,Trades - Net Profit/Loss,472,,
473,AAPL,473,2015-11-16 23:59:59.999989,103.55,106.21,103.2,106.16,40986266.0,0.0,106.158073,SmaCross,473,735918.9999999999,Broker,473,9902.990000000002,10009.150000000001,BuySell,473,,,Trades - Net Profit/Loss,473,,
474,AAPL,474,2015-11-17 23:59:59.999989,106.85,106.97,105.36,105.7,29703796.0,0.0,105.702499,SmaCross,474,735919.9999999999,Broker,474,9902.990000000002,10008.690000000002,BuySell,474,,,Trades - Net Profit/Loss,474,,
475,AAPL,475,2015-11-18 23:59:59.999989,107.63,109.24,107.39,109.05,50201718.0,0.0,109.049568,SmaCross,475,735920.9999999999,Broker,475,9902.990000000002,10012.04,BuySell,475,,,Trades - Net Profit/Loss,475,,
476,AAPL,476,2015-11-19 23:59:59.999989,109.37,111.34,108.56,110.43,46567485.0,0.0,110.434891,SmaCross,476,735921.9999999999,Broker,476,9902.990000000002,10013.420000000002,BuySell,476,,,Trades - Net Profit/Loss,476,,
477,AAPL,477,2015-11-20 23:59:59.999989,110.83,111.49,110.5,110.92,36878038.0,0.0,110.91835,SmaCross,477,735922.9999999999,Broker,477,9902.990000000002,10013.910000000002,BuySell,477,,,Trades - Net Profit/Loss,477,,
478,AAPL,478,2015-11-23 23:59:59.999989,110.89,111.32,109.1,109.48,34937066.0,0.0,109.477264,SmaCross,478,735925.9999999999,Broker,478,9902.990000000002,10012.470000000001,BuySell,478,,,Trades - Net Profit/Loss,478,,
479,AAPL,479,2015-11-24 23:59:59.999989,109.09,110.96,108.89,110.53,46037658.0,0.0,110.52787,SmaCross,479,735926.9999999999,Broker,479,10012.080000000002,10012.080000000002,BuySell,479,,112.62439999999998,Trades - Net Profit/Loss,479,,-0.22999999999998977
480,AAPL,480,2015-11-25 23:59:59.999989,110.83,110.85,109.64,109.74,23004528.0,0.0,109.737572,SmaCross,480,735927.9999999999,Broker,480,10012.080000000002,10012.080000000002,BuySell,480,,,Trades - Net Profit/Loss,480,,
481,AAPL,481,2015-11-27 23:59:59.999989,109.98,110.09,109.34,109.53,14032263.0,0.0,109.533035,SmaCross,481,735929.9999999999,Broker,481,10012.080000000002,10012.080000000002,BuySell,481,,,Trades - Net Profit/Loss,481,,
482,AAPL,482,2015-11-30 23:59:59.999989,109.7,111.02,109.48,109.99,42140994.0,0.0,109.988617,SmaCross,482,735932.9999999999,Broker,482,10012.080000000002,10012.080000000002,BuySell,482,,,Trades - Net Profit/Loss,482,,
483,AAPL,483,2015-12-01 23:59:59.999989,110.41,110.46,108.65,109.1,37486058.0,0.0,109.096039,SmaCross,483,735933.9999999999,Broker,483,9901.670000000002,10010.770000000002,BuySell,483,107.02025,,Trades - Net Profit/Loss,483,,
484,AAPL,484,2015-12-02 23:59:59.999989,109.1,109.81,107.92,108.11,35909487.0,0.0,108.110535,SmaCross,484,735934.9999999999,Broker,484,9901.670000000002,10009.780000000002,BuySell,484,,,Trades - Net Profit/Loss,484,,
485,AAPL,485,2015-12-03 23:59:59.999989,108.36,108.58,106.2,107.11,44710736.0,0.0,107.106407,SmaCross,485,735935.9999999999,Broker,485,9901.670000000002,10008.780000000002,BuySell,485,,,Trades - Net Profit/Loss,485,,
486,AAPL,486,2015-12-04 23:59:59.999989,107.19,110.87,107.02,110.67,62142968.0,0.0,110.667328,SmaCross,486,735936.9999999999,Broker,486,9901.670000000002,10012.340000000002,BuySell,486,,,Trades - Net Profit/Loss,486,,
487,AAPL,487,2015-12-07 23:59:59.999989,110.62,111.44,109.53,109.97,34508669.0,0.0,109.970024,SmaCross,487,735939.9999999999,Broker,487,10012.290000000003,10012.290000000003,BuySell,487,,113.11159999999998,Trades - Net Profit/Loss,487,0.21000000000000796,
488,AAPL,488,2015-12-08 23:59:59.999989,109.26,110.27,108.65,109.92,36902131.0,0.0,109.923523,SmaCross,488,735940.9999999999,Broker,488,10012.290000000003,10012.290000000003,BuySell,488,,,Trades - Net Profit/Loss,488,,
489,AAPL,489,2015-12-09 23:59:59.999989,109.37,109.42,106.99,107.5,49864741.0,0.0,107.496902,SmaCross,489,735941.9999999999,Broker,489,10012.290000000003,10012.290000000003,BuySell,489,,,Trades - Net Profit/Loss,489,,
490,AAPL,490,2015-12-10 23:59:59.999989,107.89,108.72,107.39,108.01,31420182.0,0.0,108.008263,SmaCross,490,735942.9999999999,Broker,490,10012.290000000003,10012.290000000003,BuySell,490,,,Trades - Net Profit/Loss,490,,
491,AAPL,491,2015-12-11 23:59:59.999989,107.1,107.28,104.92,105.23,50429203.0,0.0,105.228317,SmaCross,491,735943.9999999999,Broker,491,10012.290000000003,10012.290000000003,BuySell,491,,,Trades - Net Profit/Loss,491,,
492,AAPL,492,2015-12-14 23:59:59.999989,104.3,104.76,102.08,104.58,69179007.0,0.0,104.577499,SmaCross,492,735946.9999999999,Broker,492,10012.290000000003,10012.290000000003,BuySell,492,,,Trades - Net Profit/Loss,492,,
493,AAPL,493,2015-12-15 23:59:59.999989,104.08,104.88,102.6,102.73,57352499.0,0.0,102.727333,SmaCross,493,735947.9999999999,Broker,493,10012.290000000003,10012.290000000003,BuySell,493,,,Trades - Net Profit/Loss,493,,
494,AAPL,494,2015-12-16 23:59:59.999989,103.27,104.12,101.16,103.52,60488201.0,0.0,103.517616,SmaCross,494,735948.9999999999,Broker,494,10012.290000000003,10012.290000000003,BuySell,494,,,Trades - Net Profit/Loss,494,,
495,AAPL,495,2015-12-17 23:59:59.999989,104.15,104.36,101.32,101.32,48156096.0,0.0,101.32341,SmaCross,495,735949.9999999999,Broker,495,10012.290000000003,10012.290000000003,BuySell,495,,,Trades - Net Profit/Loss,495,,
496,AAPL,496,2015-12-18 23:59:59.999989,101.26,101.83,98.38,98.58,103741894.0,0.0,98.58065,SmaCross,496,735950.9999999999,Broker,496,10012.290000000003,10012.290000000003,BuySell,496,,,Trades - Net Profit/Loss,496,,
497,AAPL,497,2015-12-21 23:59:59.999989,99.74,99.83,98.15,99.79,51186831.0,0.0,99.789322,SmaCross,497,735953.9999999999,Broker,497,10012.290000000003,10012.290000000003,BuySell,497,,,Trades - Net Profit/Loss,497,,
498,AAPL,498,2015-12-22 23:59:59.999989,99.85,100.15,98.97,99.7,35267158.0,0.0,99.696365,SmaCross,498,735954.9999999999,Broker,498,10012.290000000003,10012.290000000003,BuySell,498,,,Trades - Net Profit/Loss,498,,
499,AAPL,499,2015-12-23 23:59:59.999989,99.73,101.2,99.67,100.98,35125189.0,0.0,100.979393,SmaCross,499,735955.9999999999,Broker,499,10012.290000000003,10012.290000000003,BuySell,499,,,Trades - Net Profit/Loss,499,,
500,AAPL,500,2015-12-24 23:59:59.999989,101.34,101.34,100.37,100.44,14595861.0,0.0,100.44014,SmaCross,500,735956.9999999999,Broker,500,10012.290000000003,10012.290000000003,BuySell,500,,,Trades - Net Profit/Loss,500,,
501,AAPL,501,2015-12-28 23:59:59.999989,100.03,100.12,98.72,99.32,28722124.0,0.0,99.31517,SmaCross,501,735960.9999999999,Broker,501,10012.290000000003,10012.290000000003,BuySell,501,,,Trades - Net Profit/Loss,501,,
502,AAPL,502,2015-12-29 23:59:59.999989,99.45,101.74,99.35,101.1,33268544.0,0.0,101.100266,SmaCross,502,735961.9999999999,Broker,502,10012.290000000003,10012.290000000003,BuySell,502,,,Trades - Net Profit/Loss,502,,
503,AAPL,503,2015-12-30 23:59:59.999989,100.95,101.06,99.65,99.78,27119106.0,0.0,99.780022,SmaCross,503,735962.9999999999,Broker,503,10012.290000000003,10012.290000000003,BuySell,503,,,Trades - Net Profit/Loss,503,,
504,AAPL,504,2015-12-31 23:59:59.999989,99.49,99.51,97.46,97.86,44003882.0,0.0,97.864746,SmaCross,504,735963.9999999999,Broker,504,10012.290000000003,10012.290000000003,BuySell,504,,,Trades - Net Profit/Loss,504,,
505,AAPL,505,2016-01-04 23:59:59.999989,95.4,97.97,94.83,97.95,72761384.0,0.0,97.948441,SmaCross,505,735967.9999999999,Broker,505,10012.290000000003,10012.290000000003,BuySell,505,,,Trades - Net Profit/Loss,505,,
506,AAPL,506,2016-01-05 23:59:59.999989,98.32,98.41,95.22,95.49,60006895.0,0.0,95.493919,SmaCross,506,735968.9999999999,Broker,506,10012.290000000003,10012.290000000003,BuySell,506,,,Trades - Net Profit/Loss,506,,
507,AAPL,507,2016-01-06 23:59:59.999989,93.49,95.18,92.85,93.63,73630433.0,0.0,93.625145,SmaCross,507,735969.9999999999,Broker,507,10012.290000000003,10012.290000000003,BuySell,507,,,Trades - Net Profit/Loss,507,,
508,AAPL,508,2016-01-07 23:59:59.999989,91.75,93.1,89.66,89.67,87222379.0,0.0,89.673714,SmaCross,508,735970.9999999999,Broker,508,10012.290000000003,10012.290000000003,BuySell,508,,,Trades - Net Profit/Loss,508,,
509,AAPL,509,2016-01-08 23:59:59.999989,91.63,92.15,89.96,90.15,76147931.0,0.0,90.147873,SmaCross,509,735971.9999999999,Broker,509,10012.290000000003,10012.290000000003,BuySell,509,,,Trades - Net Profit/Loss,509,,
510,AAPL,510,2016-01-11 23:59:59.999989,92.02,92.1,90.5,91.61,53498011.0,0.0,91.607574,SmaCross,510,735974.9999999999,Broker,510,10012.290000000003,10012.290000000003,BuySell,510,,,Trades - Net Profit/Loss,510,,
511,AAPL,511,2016-01-12 23:59:59.999989,93.49,93.62,91.9,92.94,52868574.0,0.0,92.937134,SmaCross,511,735975.9999999999,Broker,511,10012.290000000003,10012.290000000003,BuySell,511,,,Trades - Net Profit/Loss,511,,
512,AAPL,512,2016-01-13 23:59:59.999989,93.27,94.08,90.46,90.55,67157903.0,0.0,90.547684,SmaCross,512,735976.9999999999,Broker,512,10012.290000000003,10012.290000000003,BuySell,512,,,Trades - Net Profit/Loss,512,,
513,AAPL,513,2016-01-14 23:59:59.999989,91.08,93.42,89.01,92.53,67943619.0,0.0,92.528015,SmaCross,513,735977.9999999999,Broker,513,10012.290000000003,10012.290000000003,BuySell,513,,,Trades - Net Profit/Loss,513,,
514,AAPL,514,2016-01-15 23:59:59.999989,89.44,90.85,88.66,90.31,85866606.0,0.0,90.305962,SmaCross,514,735978.9999999999,Broker,514,10012.290000000003,10012.290000000003,BuySell,514,,,Trades - Net Profit/Loss,514,,
515,AAPL,515,2016-01-19 23:59:59.999989,91.5,91.72,88.79,89.87,57099321.0,0.0,89.868973,SmaCross,515,735982.9999999999,Broker,515,10012.290000000003,10012.290000000003,BuySell,515,,,Trades - Net Profit/Loss,515,,
516,AAPL,516,2016-01-20 23:59:59.999989,88.42,91.29,86.86,89.99,77800414.0,0.0,89.989838,SmaCross,516,735983.9999999999,Broker,516,10012.290000000003,10012.290000000003,BuySell,516,,,Trades - Net Profit/Loss,516,,
517,AAPL,517,2016-01-21 23:59:59.999989,90.24,91.0,88.27,89.53,56103137.0,0.0,89.534256,SmaCross,517,735984.9999999999,Broker,517,10012.290000000003,10012.290000000003,BuySell,517,,,Trades - Net Profit/Loss,517,,
518,AAPL,518,2016-01-22 23:59:59.999989,91.7,94.33,91.46,94.29,70772778.0,0.0,94.29454,SmaCross,518,735985.9999999999,Broker,518,10012.290000000003,10012.290000000003,BuySell,518,,,Trades - Net Profit/Loss,518,,
519,AAPL,519,2016-01-25 23:59:59.999989,94.39,94.4,92.24,92.45,55708393.0,0.0,92.453667,SmaCross,519,735988.9999999999,Broker,519,10012.290000000003,10012.290000000003,BuySell,519,,,Trades - Net Profit/Loss,519,,
