===============================================================================
Id,AAPL,len,datetime,open,high,low,close,volume,openinterest,adjclose,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
786,AAPL,786,2017-02-14 23:59:59.999989,127.4,128.95,127.19,128.88,34808238.0,0.0,128.883331,SmaCross,786,736374.9999999999,Broker,786,9900.720000000001,10029.6,BuySell,786,,,Trades - Net Profit/Loss,786,,
787,AAPL,787,2017-02-15 23:59:59.999989,129.36,130.08,128.5,129.35,37319262.0,0.0,129.351059,SmaCross,787,736375.9999999999,Broker,787,9900.720000000001,10030.070000000002,BuySell,787,,,Trades - Net Profit/Loss,787,,
788,AAPL,788,2017-02-16 23:59:59.999989,129.5,129.72,128.71,129.2,23659950.0,0.0,129.198318,SmaCross,788,736376.9999999999,Broker,788,9900.720000000001,10029.920000000002,BuySell,788,,,Trades - Net Profit/Loss,788,,
789,AAPL,789,2017-02-17 23:59:59.999989,128.96,129.66,128.96,129.55,23255146.0,0.0,129.551529,SmaCross,789,736377.9999999999,Broker,789,9900.720000000001,10030.27,BuySell,789,,,Trades - Net Profit/Loss,789,,
790,AAPL,790,2017-02-21 23:59:59.999989,130.04,130.53,129.8,130.49,25674090.0,0.0,130.486969,SmaCross,790,736381.9999999999,Broker,790,9900.720000000001,10031.210000000001,BuySell,790,,,Trades - Net Profit/Loss,790,,
791,AAPL,791,2017-02-22 23:59:59.999989,130.23,130.89,129.92,130.88,21829034.0,0.0,130.878326,SmaCross,791,736382.9999999999,Broker,791,9900.720000000001,10031.6,BuySell,791,,,Trades - Net Profit/Loss,791,,
792,AAPL,792,2017-02-23 23:59:59.999989,131.14,131.23,130.11,130.32,21778016.0,0.0,130.324677,SmaCross,792,736383.9999999999,Broker,792,9900.720000000001,10031.04,BuySell,792,,,Trades - Net Profit/Loss,792,,
793,AAPL,793,2017-02-24 23:59:59.999989,129.73,130.45,129.13,130.45,22813472.0,0.0,130.448807,SmaCross,793,736384.9999999999,Broker,793,9900.720000000001,10031.170000000002,BuySell,793,,,Trades - Net Profit/Loss,793,,
794,AAPL,794,2017-02-27 23:59:59.999989,130.91,131.19,130.09,130.71,21221944.0,0.0,130.706482,SmaCross,794,736387.9999999999,Broker,794,9900.720000000001,10031.43,BuySell,794,,,Trades - Net Profit/Loss,794,,
795,AAPL,795,2017-02-28 23:59:59.999989,130.85,131.19,130.49,130.76,24601016.0,0.0,130.763809,SmaCross,795,736388.9999999999,Broker,795,9900.720000000001,10031.480000000001,BuySell,795,,,Trades - Net Profit/Loss,795,,
796,AAPL,796,2017-03-01 23:59:59.999989,131.62,133.78,131.35,133.44,38148455.0,0.0,133.436508,SmaCross,796,736389.9999999999,Broker,796,9900.720000000001,10034.160000000002,BuySell,796,,,Trades - Net Profit/Loss,796,,
797,AAPL,797,2017-03-02 23:59:59.999989,133.64,133.9,132.45,132.64,27459016.0,0.0,132.644257,SmaCross,797,736390.9999999999,Broker,797,9900.720000000001,10033.36,BuySell,797,,,Trades - Net Profit/Loss,797,,
798,AAPL,798,2017-03-03 23:59:59.999989,132.47,133.47,132.29,133.43,22113149.0,0.0,133.426956,SmaCross,798,736391.9999999999,Broker,798,9900.720000000001,10034.150000000001,BuySell,798,,,Trades - Net Profit/Loss,798,,
799,AAPL,799,2017-03-06 23:59:59.999989,133.04,133.42,132.3,133.01,22785612.0,0.0,133.006958,SmaCross,799,736394.9999999999,Broker,799,9900.720000000001,10033.730000000001,BuySell,799,,,Trades - Net Profit/Loss,799,,
800,AAPL,800,2017-03-07 23:59:59.999989,132.74,133.62,132.48,133.18,18276992.0,0.0,133.178802,SmaCross,800,736395.9999999999,Broker,800,9900.720000000001,10033.900000000001,BuySell,800,,,Trades - Net Profit/Loss,800,,
801,AAPL,801,2017-03-08 23:59:59.999989,132.63,133.45,132.51,132.68,19597930.0,0.0,132.682419,SmaCross,801,736396.9999999999,Broker,801,9900.720000000001,10033.400000000001,BuySell,801,,,Trades - Net Profit/Loss,801,,
802,AAPL,802,2017-03-09 23:59:59.999989,132.43,132.48,130.82,132.38,23210838.0,0.0,132.376953,SmaCross,802,736397.9999999999,Broker,802,9900.720000000001,10033.1,BuySell,802,,,Trades - Net Profit/Loss,802,,
803,AAPL,803,2017-03-10 23:59:59.999989,132.92,133.03,132.34,132.82,20546650.0,0.0,132.816055,SmaCross,803,736398.9999999999,Broker,803,9900.720000000001,10033.54,BuySell,803,,,Trades - Net Profit/Loss,803,,
804,AAPL,804,2017-03-13 23:59:59.999989,132.54,133.09,132.51,132.87,18251225.0,0.0,132.873306,SmaCross,804,736401.9999999999,Broker,804,9900.720000000001,10033.590000000002,BuySell,804,,,Trades - Net Profit/Loss,804,,
805,AAPL,805,2017-03-14 23:59:59.999989,132.97,133.3,132.53,132.67,16038034.0,0.0,132.672867,SmaCross,805,736402.9999999999,Broker,805,9900.720000000001,10033.390000000001,BuySell,805,,,Trades - Net Profit/Loss,805,,
806,AAPL,806,2017-03-15 23:59:59.999989,133.07,134.35,132.71,134.08,26915095.0,0.0,134.07608,SmaCross,806,736403.9999999999,Broker,806,9900.720000000001,10034.800000000001,BuySell,806,,,Trades - Net Profit/Loss,806,,
807,AAPL,807,2017-03-16 23:59:59.999989,134.32,134.61,133.89,134.3,20147721.0,0.0,134.295593,SmaCross,807,736404.9999999999,Broker,807,9900.720000000001,10035.02,BuySell,807,,,Trades - Net Profit/Loss,807,,
808,AAPL,808,2017-03-17 23:59:59.999989,134.59,134.59,133.53,133.63,45974544.0,0.0,133.627457,SmaCross,808,736405.9999999999,Broker,808,9900.720000000001,10034.35,BuySell,808,,,Trades - Net Profit/Loss,808,,
809,AAPL,809,2017-03-20 23:59:59.999989,134.02,135.07,133.86,135.03,22567709.0,0.0,135.030609,SmaCross,809,736408.9999999999,Broker,809,9900.720000000001,10035.750000000002,BuySell,809,,,Trades - Net Profit/Loss,809,,
810,AAPL,810,2017-03-21 23:59:59.999989,135.65,136.31,133.38,133.48,41412088.0,0.0,133.484238,SmaCross,810,736409.9999999999,Broker,810,9900.720000000001,10034.2,BuySell,810,,,Trades - Net Profit/Loss,810,,
811,AAPL,811,2017-03-22 23:59:59.999989,133.49,135.16,133.41,134.99,27091515.0,0.0,134.992432,SmaCross,811,736410.9999999999,Broker,811,9900.720000000001,10035.710000000001,BuySell,811,,,Trades - Net Profit/Loss,811,,
812,AAPL,812,2017-03-23 23:59:59.999989,134.84,135.15,134.22,134.52,21315075.0,0.0,134.515152,SmaCross,812,736411.9999999999,Broker,812,9900.720000000001,10035.240000000002,BuySell,812,,,Trades - Net Profit/Loss,812,,
813,AAPL,813,2017-03-24 23:59:59.999989,135.07,135.3,133.97,134.25,23461954.0,0.0,134.247864,SmaCross,813,736412.9999999999,Broker,813,9900.720000000001,10034.970000000001,BuySell,813,,,Trades - Net Profit/Loss,813,,
814,AAPL,814,2017-03-27 23:59:59.999989,133.05,134.8,132.32,134.48,24697610.0,0.0,134.47699,SmaCross,814,736415.9999999999,Broker,814,9900.720000000001,10035.2,BuySell,814,,,Trades - Net Profit/Loss,814,,
815,AAPL,815,2017-03-28 23:59:59.999989,134.51,137.49,134.23,137.26,34963916.0,0.0,137.264267,SmaCross,815,736416.9999999999,Broker,815,9900.720000000001,10037.980000000001,BuySell,815,,,Trades - Net Profit/Loss,815,,
816,AAPL,816,2017-03-29 23:59:59.999989,137.15,137.92,136.68,137.57,30579866.0,0.0,137.569687,SmaCross,816,736417.9999999999,Broker,816,9900.720000000001,10038.29,BuySell,816,,,Trades - Net Profit/Loss,816,,
817,AAPL,817,2017-03-30 23:59:59.999989,137.64,137.93,136.98,137.39,22217072.0,0.0,137.388336,SmaCross,817,736418.9999999999,Broker,817,9900.720000000001,10038.11,BuySell,817,,,Trades - Net Profit/Loss,817,,
818,AAPL,818,2017-03-31 23:59:59.999989,137.19,137.71,136.51,137.13,20597877.0,0.0,137.13063,SmaCross,818,736419.9999999999,Broker,818,9900.720000000001,10037.85,BuySell,818,,,Trades - Net Profit/Loss,818,,
819,AAPL,819,2017-04-03 23:59:59.999989,137.18,137.57,136.55,137.17,20937299.0,0.0,137.168839,SmaCross,819,736422.9999999999,Broker,819,9900.720000000001,10037.890000000001,BuySell,819,,,Trades - Net Profit/Loss,819,,
820,AAPL,820,2017-04-04 23:59:59.999989,136.74,138.3,136.66,138.19,20838514.0,0.0,138.190186,SmaCross,820,736423.9999999999,Broker,820,9900.720000000001,10038.910000000002,BuySell,820,,,Trades - Net Profit/Loss,820,,
821,AAPL,821,2017-04-05 23:59:59.999989,137.67,138.85,137.27,137.47,29037670.0,0.0,137.474258,SmaCross,821,736424.9999999999,Broker,821,9900.720000000001,10038.19,BuySell,821,,,Trades - Net Profit/Loss,821,,
822,AAPL,822,2017-04-06 23:59:59.999989,137.73,137.95,136.93,137.13,22155994.0,0.0,137.13063,SmaCross,822,736425.9999999999,Broker,822,9900.720000000001,10037.85,BuySell,822,,,Trades - Net Profit/Loss,822,,
823,AAPL,823,2017-04-07 23:59:59.999989,137.2,137.63,136.76,136.83,17466035.0,0.0,136.825165,SmaCross,823,736426.9999999999,Broker,823,9900.720000000001,10037.550000000001,BuySell,823,,,Trades - Net Profit/Loss,823,,
824,AAPL,824,2017-04-10 23:59:59.999989,137.07,137.34,136.41,136.66,19834903.0,0.0,136.662872,SmaCross,824,736429.9999999999,Broker,824,9900.720000000001,10037.380000000001,BuySell,824,,,Trades - Net Profit/Loss,824,,
825,AAPL,825,2017-04-11 23:59:59.999989,136.44,136.83,133.69,135.19,31825891.0,0.0,135.192902,SmaCross,825,736430.9999999999,Broker,825,9900.720000000001,10035.910000000002,BuySell,825,,,Trades - Net Profit/Loss,825,,
826,AAPL,826,2017-04-12 23:59:59.999989,135.16,135.69,134.6,135.36,21318956.0,0.0,135.355133,SmaCross,826,736431.9999999999,Broker,826,9900.720000000001,10036.080000000002,BuySell,826,,,Trades - Net Profit/Loss,826,,
827,AAPL,827,2017-04-13 23:59:59.999989,135.46,135.91,134.64,134.64,18671525.0,0.0,134.639252,SmaCross,827,736432.9999999999,Broker,827,9900.720000000001,10035.36,BuySell,827,,,Trades - Net Profit/Loss,827,,
828,AAPL,828,2017-04-17 23:59:59.999989,135.05,135.43,134.47,135.38,17371644.0,0.0,135.383804,SmaCross,828,736436.9999999999,Broker,828,9900.720000000001,10036.1,BuySell,828,,,Trades - Net Profit/Loss,828,,
829,AAPL,829,2017-04-18 23:59:59.999989,134.98,135.58,134.7,134.78,15397310.0,0.0,134.78244,SmaCross,829,736437.9999999999,Broker,829,9900.720000000001,10035.500000000002,BuySell,829,,,Trades - Net Profit/Loss,829,,
830,AAPL,830,2017-04-19 23:59:59.999989,135.43,135.55,134.07,134.29,18153482.0,0.0,134.286041,SmaCross,830,736438.9999999999,Broker,830,9900.720000000001,10035.010000000002,BuySell,830,,,Trades - Net Profit/Loss,830,,
831,AAPL,831,2017-04-20 23:59:59.999989,134.8,136.42,134.74,135.97,24429948.0,0.0,135.966064,SmaCross,831,736439.9999999999,Broker,831,9900.720000000001,10036.69,BuySell,831,,,Trades - Net Profit/Loss,831,,
832,AAPL,832,2017-04-21 23:59:59.999989,135.97,136.2,135.4,135.8,18145622.0,0.0,135.803802,SmaCross,832,736440.9999999999,Broker,832,9900.720000000001,10036.52,BuySell,832,,,Trades - Net Profit/Loss,832,,
833,AAPL,833,2017-04-24 23:59:59.999989,136.98,137.41,136.67,137.11,17950136.0,0.0,137.111542,SmaCross,833,736443.9999999999,Broker,833,9900.720000000001,10037.830000000002,BuySell,833,,,Trades - Net Profit/Loss,833,,
834,AAPL,834,2017-04-25 23:59:59.999989,137.37,138.31,137.33,137.96,19770050.0,0.0,137.961105,SmaCross,834,736444.9999999999,Broker,834,10038.090000000002,10038.090000000002,BuySell,834,,140.38465,Trades - Net Profit/Loss,834,32.010000000000005,
835,AAPL,835,2017-04-26 23:59:59.999989,137.9,138.03,136.86,137.15,20995448.0,0.0,137.149704,SmaCross,835,736445.9999999999,Broker,835,10038.090000000002,10038.090000000002,BuySell,835,,,Trades - Net Profit/Loss,835,,
836,AAPL,836,2017-04-27 23:59:59.999989,137.38,137.61,136.8,137.25,14924630.0,0.0,137.254684,SmaCross,836,736446.9999999999,Broker,836,9900.710000000003,10037.960000000003,BuySell,836,134.74800000000002,,Trades - Net Profit/Loss,836,,
837,AAPL,837,2017-04-28 23:59:59.999989,137.54,137.74,136.76,137.12,21853654.0,0.0,137.121063,SmaCross,837,736447.9999999999,Broker,837,9900.710000000003,10037.830000000004,BuySell,837,,,Trades - Net Profit/Loss,837,,
838,AAPL,838,2017-05-01 23:59:59.999989,138.51,140.51,138.37,139.92,35202875.0,0.0,139.917923,SmaCross,838,736450.9999999999,Broker,838,9900.710000000003,10040.630000000003,BuySell,838,,,Trades - Net Profit/Loss,838,,
839,AAPL,839,2017-05-02 23:59:59.999989,140.83,141.36,140.17,140.81,47511613.0,0.0,140.805634,SmaCross,839,736451.9999999999,Broker,839,9900.710000000003,10041.520000000002,BuySell,839,,,Trades - Net Profit/Loss,839,,
840,AAPL,840,2017-05-03 23:59:59.999989,138.97,140.79,137.71,140.38,47872822.0,0.0,140.376114,SmaCross,840,736452.9999999999,Broker,840,9900.710000000003,10041.090000000002,BuySell,840,,,Trades - Net Profit/Loss,840,,
841,AAPL,841,2017-05-04 23:59:59.999989,139.86,140.45,139.18,139.87,24484737.0,0.0,139.870178,SmaCross,841,736453.9999999999,Broker,841,9900.710000000003,10040.580000000004,BuySell,841,,,Trades - Net Profit/Loss,841,,
842,AAPL,842,2017-05-05 23:59:59.999989,140.09,142.21,140.09,142.19,28628895.0,0.0,142.189713,SmaCross,842,736454.9999999999,Broker,842,9900.710000000003,10042.900000000003,BuySell,842,,,Trades - Net Profit/Loss,842,,
843,AAPL,843,2017-05-08 23:59:59.999989,142.26,146.71,142.26,146.06,51073709.0,0.0,146.055664,SmaCross,843,736457.9999999999,Broker,843,9900.710000000003,10046.770000000002,BuySell,843,,,Trades - Net Profit/Loss,843,,
844,AAPL,844,2017-05-09 23:59:59.999989,146.88,147.84,146.48,146.99,40993573.0,0.0,146.991104,SmaCross,844,736458.9999999999,Broker,844,9900.710000000003,10047.700000000003,BuySell,844,,,Trades - Net Profit/Loss,844,,
845,AAPL,845,2017-05-10 23:59:59.999989,146.65,146.94,145.2,146.29,27034420.0,0.0,146.294296,SmaCross,845,736459.9999999999,Broker,845,9900.710000000003,10047.000000000004,BuySell,845,,,Trades - Net Profit/Loss,845,,
846,AAPL,846,2017-05-11 23:59:59.999989,146.12,147.67,145.99,147.56,28435466.0,0.0,147.559479,SmaCross,846,736460.9999999999,Broker,846,9900.710000000003,10048.270000000002,BuySell,846,,,Trades - Net Profit/Loss,846,,
847,AAPL,847,2017-05-12 23:59:59.999989,148.28,149.93,148.25,149.62,33935679.0,0.0,149.620255,SmaCross,847,736461.9999999999,Broker,847,9900.710000000003,10050.330000000004,BuySell,847,,,Trades - Net Profit/Loss,847,,
848,AAPL,848,2017-05-15 23:59:59.999989,149.53,150.15,148.61,149.24,27136125.0,0.0,149.236862,SmaCross,848,736464.9999999999,Broker,848,9900.710000000003,10049.950000000003,BuySell,848,,,Trades - Net Profit/Loss,848,,
849,AAPL,849,2017-05-16 23:59:59.999989,149.47,149.58,148.3,149.02,20916762.0,0.0,149.016388,SmaCross,849,736465.9999999999,Broker,849,9900.710000000003,10049.730000000003,BuySell,849,,,Trades - Net Profit/Loss,849,,
850,AAPL,850,2017-05-17 23:59:59.999989,147.22,148.15,143.5,144.01,52966344.0,0.0,144.013092,SmaCross,850,736466.9999999999,Broker,850,9900.710000000003,10044.720000000003,BuySell,850,,,Trades - Net Profit/Loss,850,,
851,AAPL,851,2017-05-18 23:59:59.999989,144.99,146.97,144.86,146.21,35021974.0,0.0,146.208008,SmaCross,851,736467.9999999999,Broker,851,9900.710000000003,10046.920000000002,BuySell,851,,,Trades - Net Profit/Loss,851,,
852,AAPL,852,2017-05-19 23:59:59.999989,147.01,147.59,146.29,146.71,28128418.0,0.0,146.706436,SmaCross,852,736468.9999999999,Broker,852,9900.710000000003,10047.420000000002,BuySell,852,,,Trades - Net Profit/Loss,852,,
853,AAPL,853,2017-05-22 23:59:59.999989,147.61,148.16,146.56,147.6,23961029.0,0.0,147.597839,SmaCross,853,736471.9999999999,Broker,853,9900.710000000003,10048.310000000003,BuySell,853,,,Trades - Net Profit/Loss,853,,
854,AAPL,854,2017-05-23 23:59:59.999989,148.47,148.47,146.95,147.42,20781547.0,0.0,147.415726,SmaCross,854,736472.9999999999,Broker,854,9900.710000000003,10048.130000000003,BuySell,854,,,Trades - Net Profit/Loss,854,,
855,AAPL,855,2017-05-24 23:59:59.999989,147.45,147.77,146.33,146.97,20008555.0,0.0,146.974854,SmaCross,855,736473.9999999999,Broker,855,9900.710000000003,10047.680000000002,BuySell,855,,,Trades - Net Profit/Loss,855,,
856,AAPL,856,2017-05-25 23:59:59.999989,147.35,147.94,146.68,147.48,20068658.0,0.0,147.482788,SmaCross,856,736474.9999999999,Broker,856,9900.710000000003,10048.190000000002,BuySell,856,,,Trades - Net Profit/Loss,856,,
857,AAPL,857,2017-05-26 23:59:59.999989,147.61,147.84,146.95,147.23,22877238.0,0.0,147.233627,SmaCross,857,736475.9999999999,Broker,857,9900.710000000003,10047.940000000002,BuySell,857,,,Trades - Net Profit/Loss,857,,
858,AAPL,858,2017-05-30 23:59:59.999989,147.05,148.02,146.97,147.29,20998552.0,0.0,147.291138,SmaCross,858,736479.9999999999,Broker,858,9900.710000000003,10048.000000000004,BuySell,858,,,Trades - Net Profit/Loss,858,,
859,AAPL,859,2017-05-31 23:59:59.999989,147.58,147.77,146.05,146.42,25510133.0,0.0,146.418884,SmaCross,859,736480.9999999999,Broker,859,9900.710000000003,10047.130000000003,BuySell,859,,,Trades - Net Profit/Loss,859,,
860,AAPL,860,2017-06-01 23:59:59.999989,146.81,146.97,145.9,146.82,17114528.0,0.0,146.821457,SmaCross,860,736481.9999999999,Broker,860,9900.710000000003,10047.530000000002,BuySell,860,,,Trades - Net Profit/Loss,860,,
861,AAPL,861,2017-06-02 23:59:59.999989,147.2,149.0,146.54,149.0,28973388.0,0.0,148.997253,SmaCross,861,736482.9999999999,Broker,861,9900.710000000003,10049.710000000003,BuySell,861,,,Trades - Net Profit/Loss,861,,
862,AAPL,862,2017-06-05 23:59:59.999989,147.93,148.04,147.09,147.54,26428766.0,0.0,147.540314,SmaCross,862,736485.9999999999,Broker,862,9900.710000000003,10048.250000000004,BuySell,862,,,Trades - Net Profit/Loss,862,,
863,AAPL,863,2017-06-06 23:59:59.999989,147.51,149.34,147.4,148.04,27777970.0,0.0,148.038742,SmaCross,863,736486.9999999999,Broker,863,9900.710000000003,10048.750000000004,BuySell,863,,,Trades - Net Profit/Loss,863,,
864,AAPL,864,2017-06-07 23:59:59.999989,148.59,149.51,148.07,148.92,21982077.0,0.0,148.920578,SmaCross,864,736487.9999999999,Broker,864,9900.710000000003,10049.630000000003,BuySell,864,,,Trades - Net Profit/Loss,864,,
865,AAPL,865,2017-06-08 23:59:59.999989,148.81,149.08,147.99,148.56,22171131.0,0.0,148.55632,SmaCross,865,736488.9999999999,Broker,865,9900.710000000003,10049.270000000002,BuySell,865,,,Trades - Net Profit/Loss,865,,
866,AAPL,866,2017-06-09 23:59:59.999989,148.75,148.75,139.96,142.8,67692656.0,0.0,142.795761,SmaCross,866,736489.9999999999,Broker,866,9900.710000000003,10043.510000000002,BuySell,866,,,Trades - Net Profit/Loss,866,,
867,AAPL,867,2017-06-12 23:59:59.999989,139.69,140.03,136.59,139.38,75438775.0,0.0,139.383591,SmaCross,867,736492.9999999999,Broker,867,9900.710000000003,10040.090000000002,BuySell,867,,,Trades - Net Profit/Loss,867,,
868,AAPL,868,2017-06-13 23:59:59.999989,141.05,141.33,139.12,140.51,35645035.0,0.0,140.505005,SmaCross,868,736493.9999999999,Broker,868,9900.710000000003,10041.220000000003,BuySell,868,,,Trades - Net Profit/Loss,868,,
869,AAPL,869,2017-06-14 23:59:59.999989,141.38,141.38,137.87,139.13,32896747.0,0.0,139.134399,SmaCross,869,736494.9999999999,Broker,869,10042.090000000002,10042.090000000002,BuySell,869,,143.5007,Trades - Net Profit/Loss,869,4.0,
870,AAPL,870,2017-06-15 23:59:59.999989,137.37,138.48,136.31,138.3,33558423.0,0.0,138.300461,SmaCross,870,736495.9999999999,Broker,870,10042.090000000002,10042.090000000002,BuySell,870,,,Trades - Net Profit/Loss,870,,
871,AAPL,871,2017-06-16 23:59:59.999989,137.81,138.5,136.3,136.36,52542128.0,0.0,136.364365,SmaCross,871,736496.9999999999,Broker,871,10042.090000000002,10042.090000000002,BuySell,871,,,Trades - Net Profit/Loss,871,,
872,AAPL,872,2017-06-19 23:59:59.999989,137.7,140.65,137.7,140.27,33950703.0,0.0,140.265381,SmaCross,872,736499.9999999999,Broker,872,10042.090000000002,10042.090000000002,BuySell,872,,,Trades - Net Profit/Loss,872,,
873,AAPL,873,2017-06-20 23:59:59.999989,140.77,140.77,138.92,138.99,25978472.0,0.0,138.990601,SmaCross,873,736500.9999999999,Broker,873,10042.090000000002,10042.090000000002,BuySell,873,,,Trades - Net Profit/Loss,873,,
874,AAPL,874,2017-06-21 23:59:59.999989,139.48,140.01,138.61,139.81,22186779.0,0.0,139.814896,SmaCross,874,736501.9999999999,Broker,874,10042.090000000002,10042.090000000002,BuySell,874,,,Trades - Net Profit/Loss,874,,
875,AAPL,875,2017-06-22 23:59:59.999989,139.72,140.61,139.1,139.58,19933750.0,0.0,139.5849,SmaCross,875,736502.9999999999,Broker,875,10042.090000000002,10042.090000000002,BuySell,875,,,Trades - Net Profit/Loss,875,,
876,AAPL,876,2017-06-23 23:59:59.999989,139.11,141.05,139.09,140.21,36974207.0,0.0,140.207886,SmaCross,876,736503.9999999999,Broker,876,10042.090000000002,10042.090000000002,BuySell,876,,,Trades - Net Profit/Loss,876,,
877,AAPL,877,2017-06-26 23:59:59.999989,141.06,142.12,139.35,139.77,26805083.0,0.0,139.766998,SmaCross,877,736506.9999999999,Broker,877,10042.090000000002,10042.090000000002,BuySell,877,,,Trades - Net Profit/Loss,877,,
878,AAPL,878,2017-06-27 23:59:59.999989,138.99,140.09,137.66,137.76,25834290.0,0.0,137.763718,SmaCross,878,736507.9999999999,Broker,878,10042.090000000002,10042.090000000002,BuySell,878,,,Trades - Net Profit/Loss,878,,
879,AAPL,879,2017-06-28 23:59:59.999989,138.49,140.04,137.22,139.78,23038743.0,0.0,139.776566,SmaCross,879,736508.9999999999,Broker,879,10042.090000000002,10042.090000000002,BuySell,879,,,Trades - Net Profit/Loss,879,,
880,AAPL,880,2017-06-29 23:59:59.999989,138.7,139.11,136.37,137.72,32863571.0,0.0,137.71582,SmaCross,880,736509.9999999999,Broker,880,10042.090000000002,10042.090000000002,BuySell,880,,,Trades - Net Profit/Loss,880,,
881,AAPL,881,2017-06-30 23:59:59.999989,138.45,138.94,137.81,138.04,24021229.0,0.0,138.041687,SmaCross,881,736510.9999999999,Broker,881,10042.090000000002,10042.090000000002,BuySell,881,,,Trades - Net Profit/Loss,881,,
882,AAPL,882,2017-07-03 23:59:59.999989,138.87,139.27,137.16,137.54,14896145.0,0.0,137.543259,SmaCross,882,736513.9999999999,Broker,882,10042.090000000002,10042.090000000002,BuySell,882,,,Trades - Net Profit/Loss,882,,
883,AAPL,883,2017-07-05 23:59:59.999989,137.73,138.78,136.8,138.11,22503734.0,0.0,138.108795,SmaCross,883,736515.9999999999,Broker,883,10042.090000000002,10042.090000000002,BuySell,883,,,Trades - Net Profit/Loss,883,,
884,AAPL,884,2017-07-06 23:59:59.999989,137.08,137.54,136.5,136.81,25173770.0,0.0,136.805237,SmaCross,884,736516.9999999999,Broker,884,10042.090000000002,10042.090000000002,BuySell,884,,,Trades - Net Profit/Loss,884,,
885,AAPL,885,2017-07-07 23:59:59.999989,136.97,138.74,136.97,138.2,20033286.0,0.0,138.195053,SmaCross,885,736517.9999999999,Broker,885,10042.090000000002,10042.090000000002,BuySell,885,,,Trades - Net Profit/Loss,885,,
886,AAPL,886,2017-07-10 23:59:59.999989,138.13,139.89,137.42,139.04,22003995.0,0.0,139.038498,SmaCross,886,736520.9999999999,Broker,886,10042.090000000002,10042.090000000002,BuySell,886,,,Trades - Net Profit/Loss,886,,
887,AAPL,887,2017-07-11 23:59:59.999989,138.72,139.8,138.39,139.49,20638509.0,0.0,139.489014,SmaCross,887,736521.9999999999,Broker,887,10042.090000000002,10042.090000000002,BuySell,887,,,Trades - Net Profit/Loss,887,,
888,AAPL,888,2017-07-12 23:59:59.999989,139.81,140.11,138.81,139.69,25962196.0,0.0,139.690308,SmaCross,888,736522.9999999999,Broker,888,10042.090000000002,10042.090000000002,BuySell,888,,,Trades - Net Profit/Loss,888,,
889,AAPL,889,2017-07-13 23:59:59.999989,139.46,142.33,139.4,141.64,26290730.0,0.0,141.636063,SmaCross,889,736523.9999999999,Broker,889,10042.090000000002,10042.090000000002,BuySell,889,,,Trades - Net Profit/Loss,889,,
890,AAPL,890,2017-07-14 23:59:59.999989,141.83,143.13,141.21,142.85,21003979.0,0.0,142.853317,SmaCross,890,736524.9999999999,Broker,890,10042.090000000002,10042.090000000002,BuySell,890,,,Trades - Net Profit/Loss,890,,
891,AAPL,891,2017-07-17 23:59:59.999989,142.64,144.64,142.4,143.35,24823950.0,0.0,143.351715,SmaCross,891,736527.9999999999,Broker,891,10042.090000000002,10042.090000000002,BuySell,891,,,Trades - Net Profit/Loss,891,,
892,AAPL,892,2017-07-18 23:59:59.999989,143.01,143.9,142.5,143.85,18642662.0,0.0,143.850143,SmaCross,892,736528.9999999999,Broker,892,10042.090000000002,10042.090000000002,BuySell,892,,,Trades - Net Profit/Loss,892,,
893,AAPL,893,2017-07-19 23:59:59.999989,144.23,145.13,143.73,144.75,21829132.0,0.0,144.751129,SmaCross,893,736529.9999999999,Broker,893,10042.090000000002,10042.090000000002,BuySell,893,,,Trades - Net Profit/Loss,893,,
894,AAPL,894,2017-07-20 23:59:59.999989,145.21,145.44,143.96,144.1,17990489.0,0.0,144.09935,SmaCross,894,736530.9999999999,Broker,894,9896.880000000003,10040.980000000003,BuySell,894,141.8006,,Trades - Net Profit/Loss,894,,
895,AAPL,895,2017-07-21 23:59:59.999989,143.76,144.2,142.7,144.03,27389547.0,0.0,144.032257,SmaCross,895,736531.9999999999,Broker,895,9896.880000000003,10040.910000000003,BuySell,895,,,Trades - Net Profit/Loss,895,,
896,AAPL,896,2017-07-24 23:59:59.999989,144.33,146.11,143.68,145.78,22424025.0,0.0,145.776718,SmaCross,896,736534.9999999999,Broker,896,9896.880000000003,10042.660000000003,BuySell,896,,,Trades - Net Profit/Loss,896,,
897,AAPL,897,2017-07-25 23:59:59.999989,145.5,147.45,145.5,146.4,19670426.0,0.0,146.399719,SmaCross,897,736535.9999999999,Broker,897,9896.880000000003,10043.280000000002,BuySell,897,,,Trades - Net Profit/Loss,897,,
898,AAPL,898,2017-07-26 23:59:59.999989,146.98,147.54,146.71,147.09,16464440.0,0.0,147.089874,SmaCross,898,736536.9999999999,Broker,898,9896.880000000003,10043.970000000003,BuySell,898,,,Trades - Net Profit/Loss,898,,
899,AAPL,899,2017-07-27 23:59:59.999989,147.37,147.6,141.19,144.31,33882776.0,0.0,144.310242,SmaCross,899,736537.9999999999,Broker,899,9896.880000000003,10041.190000000002,BuySell,899,,,Trades - Net Profit/Loss,899,,
900,AAPL,900,2017-07-28 23:59:59.999989,143.67,143.99,143.0,143.29,17959188.0,0.0,143.294235,SmaCross,900,736538.9999999999,Broker,900,9896.880000000003,10040.170000000004,BuySell,900,,,Trades - Net Profit/Loss,900,,
