===============================================================================
Id,AMZN,len,datetime,open,high,low,close,volume,openinterest,adjclose,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
241,AMZN,241,2014-12-15 23:59:59.999989,308.87,310.86,302.15,306.07,3841600.0,0.0,306.070007,SmaCross,241,735582.9999999999,Broker,241,9940.74,9940.74,BuySell,241,,315.5229,Trades - Net Profit/Loss,241,,-17.569999999999993
242,AMZN,242,2014-12-16 23:59:59.999989,304.35,304.49,295.01,295.06,6501300.0,0.0,295.059998,SmaCross,242,735583.9999999999,Broker,242,9940.74,9940.74,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,AMZN,243,2014-12-17 23:59:59.999989,296.37,299.67,293.03,298.88,4433500.0,0.0,298.880005,SmaCross,243,735584.9999999999,Broker,243,9940.74,9940.74,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,AMZN,244,2014-12-18 23:59:59.999989,304.01,304.5,293.25,297.73,7738100.0,0.0,297.730011,SmaCross,244,735585.9999999999,Broker,244,9940.74,9940.74,BuySell,244,,,Trades - Net Profit/Loss,244,,
245,AMZN,245,2014-12-19 23:59:59.999989,296.91,301.54,295.52,299.9,8709100.0,0.0,299.899994,SmaCross,245,735586.9999999999,Broker,245,9940.74,9940.74,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,AMZN,246,2014-12-22 23:59:59.999989,301.94,307.36,301.94,306.54,4003800.0,0.0,306.540009,SmaCross,246,735589.9999999999,Broker,246,9940.74,9940.74,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,AMZN,247,2014-12-23 23:59:59.999989,306.98,307.49,303.25,306.29,2713700.0,0.0,306.290009,SmaCross,247,735590.9999999999,Broker,247,9940.74,9940.74,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,AMZN,248,2014-12-24 23:59:59.999989,306.38,307.0,302.88,303.03,1513800.0,0.0,303.029999,SmaCross,248,735591.9999999999,Broker,248,9940.74,9940.74,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,AMZN,249,2014-12-26 23:59:59.999989,305.0,310.78,303.81,309.09,2893800.0,0.0,309.089996,SmaCross,249,735593.9999999999,Broker,249,9940.74,9940.74,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,AMZN,250,2014-12-29 23:59:59.999989,307.85,314.27,306.58,312.04,3009000.0,0.0,312.040009,SmaCross,250,735596.9999999999,Broker,250,9940.74,9940.74,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,AMZN,251,2014-12-30 23:59:59.999989,309.91,313.94,309.34,310.3,2093000.0,0.0,310.299988,SmaCross,251,735597.9999999999,Broker,251,9940.74,9940.74,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,AMZN,252,2014-12-31 23:59:59.999989,311.55,312.98,310.01,310.35,2048000.0,0.0,310.350006,SmaCross,252,735598.9999999999,Broker,252,9940.74,9940.74,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,AMZN,253,2015-01-02 23:59:59.999989,312.58,314.75,306.96,308.52,2783200.0,0.0,308.519989,SmaCross,253,735600.9999999999,Broker,253,9940.74,9940.74,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,AMZN,254,2015-01-05 23:59:59.999989,307.01,308.38,300.85,302.19,2774200.0,0.0,302.190002,SmaCross,254,735603.9999999999,Broker,254,9940.74,9940.74,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,AMZN,255,2015-01-06 23:59:59.999989,302.24,303.0,292.38,295.29,3519000.0,0.0,295.290009,SmaCross,255,735604.9999999999,Broker,255,9940.74,9940.74,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,AMZN,256,2015-01-07 23:59:59.999989,297.5,301.28,295.33,298.42,2640300.0,0.0,298.420013,SmaCross,256,735605.9999999999,Broker,256,9940.74,9940.74,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,AMZN,257,2015-01-08 23:59:59.999989,300.32,303.14,296.11,300.46,3088400.0,0.0,300.459991,SmaCross,257,735606.9999999999,Broker,257,9940.74,9940.74,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,AMZN,258,2015-01-09 23:59:59.999989,301.48,302.87,296.68,296.93,2592400.0,0.0,296.929993,SmaCross,258,735607.9999999999,Broker,258,9940.74,9940.74,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,AMZN,259,2015-01-12 23:59:59.999989,297.56,298.51,289.28,291.41,3421400.0,0.0,291.410004,SmaCross,259,735610.9999999999,Broker,259,9940.74,9940.74,BuySell,259,,,Trades - Net Profit/Loss,259,,
260,AMZN,260,2015-01-13 23:59:59.999989,297.48,301.5,293.23,294.74,4136400.0,0.0,294.73999,SmaCross,260,735611.9999999999,Broker,260,9940.74,9940.74,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,AMZN,261,2015-01-14 23:59:59.999989,291.93,295.91,286.5,293.27,5538700.0,0.0,293.269989,SmaCross,261,735612.9999999999,Broker,261,9940.74,9940.74,BuySell,261,,,Trades - Net Profit/Loss,261,,
262,AMZN,262,2015-01-15 23:59:59.999989,294.0,296.0,286.82,286.95,4419200.0,0.0,286.950012,SmaCross,262,735613.9999999999,Broker,262,9940.74,9940.74,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,AMZN,263,2015-01-16 23:59:59.999989,286.28,290.79,285.25,290.74,3478200.0,0.0,290.73999,SmaCross,263,735614.9999999999,Broker,263,9940.74,9940.74,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,AMZN,264,2015-01-20 23:59:59.999989,292.59,293.36,286.39,289.44,3075100.0,0.0,289.440002,SmaCross,264,735618.9999999999,Broker,264,9940.74,9940.74,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,AMZN,265,2015-01-21 23:59:59.999989,289.64,306.0,287.26,297.25,10065100.0,0.0,297.25,SmaCross,265,735619.9999999999,Broker,265,9940.74,9940.74,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,AMZN,266,2015-01-22 23:59:59.999989,300.0,312.25,300.0,310.32,5362600.0,0.0,310.320007,SmaCross,266,735620.9999999999,Broker,266,9940.74,9940.74,BuySell,266,,,Trades - Net Profit/Loss,266,,
267,AMZN,267,2015-01-23 23:59:59.999989,308.08,316.93,307.72,312.39,4496400.0,0.0,312.390015,SmaCross,267,735621.9999999999,Broker,267,9940.74,9940.74,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,AMZN,268,2015-01-26 23:59:59.999989,311.82,313.0,307.52,309.66,3169700.0,0.0,309.660004,SmaCross,268,735624.9999999999,Broker,268,9940.74,9940.74,BuySell,268,,,Trades - Net Profit/Loss,268,,
269,AMZN,269,2015-01-27 23:59:59.999989,306.3,310.24,302.63,306.75,2920300.0,0.0,306.75,SmaCross,269,735625.9999999999,Broker,269,9940.74,9940.74,BuySell,269,,,Trades - Net Profit/Loss,269,,
270,AMZN,270,2015-01-28 23:59:59.999989,309.81,311.51,303.8,303.91,3063800.0,0.0,303.910004,SmaCross,270,735626.9999999999,Broker,270,9940.74,9940.74,BuySell,270,,,Trades - Net Profit/Loss,270,,
271,AMZN,271,2015-01-29 23:59:59.999989,304.73,312.8,299.33,311.78,8656600.0,0.0,311.779999,SmaCross,271,735627.9999999999,Broker,271,9940.74,9940.74,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,AMZN,272,2015-01-30 23:59:59.999989,346.32,359.5,340.74,354.53,23856100.0,0.0,354.529999,SmaCross,272,735628.9999999999,Broker,272,9594.42,9948.95,BuySell,272,335.6289,,Trades - Net Profit/Loss,272,,
273,AMZN,273,2015-02-02 23:59:59.999989,350.05,365.0,350.01,364.47,10231900.0,0.0,364.470001,SmaCross,273,735631.9999999999,Broker,273,9594.42,9958.89,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,AMZN,274,2015-02-03 23:59:59.999989,360.29,367.82,360.21,363.55,6212600.0,0.0,363.549988,SmaCross,274,735632.9999999999,Broker,274,9594.42,9957.97,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,AMZN,275,2015-02-04 23:59:59.999989,358.38,367.5,358.23,364.75,4169900.0,0.0,364.75,SmaCross,275,735633.9999999999,Broker,275,9594.42,9959.17,BuySell,275,,,Trades - Net Profit/Loss,275,,
276,AMZN,276,2015-02-05 23:59:59.999989,366.0,378.8,365.9,373.89,7247600.0,0.0,373.890015,SmaCross,276,735634.9999999999,Broker,276,9594.42,9968.31,BuySell,276,,,Trades - Net Profit/Loss,276,,
277,AMZN,277,2015-02-06 23:59:59.999989,374.87,375.99,371.01,374.28,3892400.0,0.0,374.279999,SmaCross,277,735635.9999999999,Broker,277,9594.42,9968.7,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,AMZN,278,2015-02-09 23:59:59.999989,371.0,374.41,367.2,370.56,2724600.0,0.0,370.559998,SmaCross,278,735638.9999999999,Broker,278,9594.42,9964.98,BuySell,278,,,Trades - Net Profit/Loss,278,,
279,AMZN,279,2015-02-10 23:59:59.999989,371.19,374.3,368.51,373.0,2287200.0,0.0,373.0,SmaCross,279,735639.9999999999,Broker,279,9594.42,9967.42,BuySell,279,,,Trades - Net Profit/Loss,279,,
280,AMZN,280,2015-02-11 23:59:59.999989,371.23,377.1,371.1,375.14,2786500.0,0.0,375.140015,SmaCross,280,735640.9999999999,Broker,280,9594.42,9969.56,BuySell,280,,,Trades - Net Profit/Loss,280,,
281,AMZN,281,2015-02-12 23:59:59.999989,375.1,378.51,373.15,377.17,2791100.0,0.0,377.170013,SmaCross,281,735641.9999999999,Broker,281,9594.42,9971.59,BuySell,281,,,Trades - Net Profit/Loss,281,,
282,AMZN,282,2015-02-13 23:59:59.999989,378.41,383.0,377.01,381.83,3475100.0,0.0,381.829987,SmaCross,282,735642.9999999999,Broker,282,9594.42,9976.25,BuySell,282,,,Trades - Net Profit/Loss,282,,
283,AMZN,283,2015-02-17 23:59:59.999989,377.72,379.99,372.67,375.43,3673200.0,0.0,375.429993,SmaCross,283,735646.9999999999,Broker,283,9594.42,9969.85,BuySell,283,,,Trades - Net Profit/Loss,283,,
284,AMZN,284,2015-02-18 23:59:59.999989,373.78,376.74,372.85,373.37,2650600.0,0.0,373.369995,SmaCross,284,735647.9999999999,Broker,284,9594.42,9967.79,BuySell,284,,,Trades - Net Profit/Loss,284,,
285,AMZN,285,2015-02-19 23:59:59.999989,373.49,381.88,373.43,379.0,2953800.0,0.0,379.0,SmaCross,285,735648.9999999999,Broker,285,9594.42,9973.42,BuySell,285,,,Trades - Net Profit/Loss,285,,
286,AMZN,286,2015-02-20 23:59:59.999989,378.62,383.7,375.84,383.66,3258000.0,0.0,383.660004,SmaCross,286,735649.9999999999,Broker,286,9594.42,9978.08,BuySell,286,,,Trades - Net Profit/Loss,286,,
287,AMZN,287,2015-02-23 23:59:59.999989,383.44,384.54,378.0,380.14,2177000.0,0.0,380.140015,SmaCross,287,735652.9999999999,Broker,287,9594.42,9974.56,BuySell,287,,,Trades - Net Profit/Loss,287,,
288,AMZN,288,2015-02-24 23:59:59.999989,378.65,380.48,376.16,378.59,1920800.0,0.0,378.589996,SmaCross,288,735653.9999999999,Broker,288,9594.42,9973.01,BuySell,288,,,Trades - Net Profit/Loss,288,,
289,AMZN,289,2015-02-25 23:59:59.999989,377.27,387.85,376.54,385.37,3174500.0,0.0,385.369995,SmaCross,289,735654.9999999999,Broker,289,9594.42,9979.79,BuySell,289,,,Trades - Net Profit/Loss,289,,
290,AMZN,290,2015-02-26 23:59:59.999989,384.07,389.37,383.28,384.8,2687100.0,0.0,384.799988,SmaCross,290,735655.9999999999,Broker,290,9594.42,9979.22,BuySell,290,,,Trades - Net Profit/Loss,290,,
291,AMZN,291,2015-02-27 23:59:59.999989,384.0,385.99,379.79,380.16,2532300.0,0.0,380.160004,SmaCross,291,735656.9999999999,Broker,291,9594.42,9974.58,BuySell,291,,,Trades - Net Profit/Loss,291,,
292,AMZN,292,2015-03-02 23:59:59.999989,380.85,385.9,379.48,385.66,2139200.0,0.0,385.660004,SmaCross,292,735659.9999999999,Broker,292,9594.42,9980.08,BuySell,292,,,Trades - Net Profit/Loss,292,,
293,AMZN,293,2015-03-03 23:59:59.999989,383.95,386.1,381.6,384.61,1946500.0,0.0,384.609985,SmaCross,293,735660.9999999999,Broker,293,9594.42,9979.03,BuySell,293,,,Trades - Net Profit/Loss,293,,
294,AMZN,294,2015-03-04 23:59:59.999989,385.71,387.9,382.19,382.72,2259100.0,0.0,382.720001,SmaCross,294,735661.9999999999,Broker,294,9594.42,9977.14,BuySell,294,,,Trades - Net Profit/Loss,294,,
295,AMZN,295,2015-03-05 23:59:59.999989,385.61,388.42,383.89,387.83,2693500.0,0.0,387.829987,SmaCross,295,735662.9999999999,Broker,295,9594.42,9982.25,BuySell,295,,,Trades - Net Profit/Loss,295,,
296,AMZN,296,2015-03-06 23:59:59.999989,385.52,387.0,378.88,380.09,2627000.0,0.0,380.089996,SmaCross,296,735663.9999999999,Broker,296,9594.42,9974.51,BuySell,296,,,Trades - Net Profit/Loss,296,,
297,AMZN,297,2015-03-09 23:59:59.999989,378.4,379.33,375.28,378.56,2311400.0,0.0,378.559998,SmaCross,297,735666.9999999999,Broker,297,9594.42,9972.98,BuySell,297,,,Trades - Net Profit/Loss,297,,
298,AMZN,298,2015-03-10 23:59:59.999989,377.45,377.77,369.18,369.51,3121000.0,0.0,369.51001,SmaCross,298,735667.9999999999,Broker,298,9594.42,9963.93,BuySell,298,,,Trades - Net Profit/Loss,298,,
299,AMZN,299,2015-03-11 23:59:59.999989,370.61,373.35,366.26,366.37,2495100.0,0.0,366.369995,SmaCross,299,735668.9999999999,Broker,299,9594.42,9960.79,BuySell,299,,,Trades - Net Profit/Loss,299,,
300,AMZN,300,2015-03-12 23:59:59.999989,368.82,375.5,367.52,374.24,2810000.0,0.0,374.23999,SmaCross,300,735669.9999999999,Broker,300,9594.42,9968.66,BuySell,300,,,Trades - Net Profit/Loss,300,,
301,AMZN,301,2015-03-13 23:59:59.999989,371.52,373.99,366.68,370.58,2611700.0,0.0,370.579987,SmaCross,301,735670.9999999999,Broker,301,9594.42,9965.0,BuySell,301,,,Trades - Net Profit/Loss,301,,
302,AMZN,302,2015-03-16 23:59:59.999989,370.38,373.94,366.72,373.35,2354100.0,0.0,373.350006,SmaCross,302,735673.9999999999,Broker,302,9594.42,9967.77,BuySell,302,,,Trades - Net Profit/Loss,302,,
303,AMZN,303,2015-03-17 23:59:59.999989,371.11,374.5,369.64,371.92,2037000.0,0.0,371.920013,SmaCross,303,735674.9999999999,Broker,303,9594.42,9966.34,BuySell,303,,,Trades - Net Profit/Loss,303,,
304,AMZN,304,2015-03-18 23:59:59.999989,369.97,375.99,366.7,375.14,2654100.0,0.0,375.140015,SmaCross,304,735675.9999999999,Broker,304,9964.39,9964.39,BuySell,304,,381.62985,Trades - Net Profit/Loss,304,23.650000000000034,
305,AMZN,305,2015-03-19 23:59:59.999989,373.87,377.11,372.19,373.24,1915700.0,0.0,373.23999,SmaCross,305,735676.9999999999,Broker,305,9964.39,9964.39,BuySell,305,,,Trades - Net Profit/Loss,305,,
306,AMZN,306,2015-03-20 23:59:59.999989,376.29,379.37,375.92,378.49,3763600.0,0.0,378.48999,SmaCross,306,735677.9999999999,Broker,306,9964.39,9964.39,BuySell,306,,,Trades - Net Profit/Loss,306,,
307,AMZN,307,2015-03-23 23:59:59.999989,378.07,381.77,374.94,375.11,2239300.0,0.0,375.109985,SmaCross,307,735680.9999999999,Broker,307,9964.39,9964.39,BuySell,307,,,Trades - Net Profit/Loss,307,,
308,AMZN,308,2015-03-24 23:59:59.999989,373.99,375.24,372.27,374.09,2228200.0,0.0,374.089996,SmaCross,308,735681.9999999999,Broker,308,9964.39,9964.39,BuySell,308,,,Trades - Net Profit/Loss,308,,
309,AMZN,309,2015-03-25 23:59:59.999989,375.17,380.5,370.29,370.96,3429500.0,0.0,370.959991,SmaCross,309,735682.9999999999,Broker,309,9964.39,9964.39,BuySell,309,,,Trades - Net Profit/Loss,309,,
310,AMZN,310,2015-03-26 23:59:59.999989,369.59,371.4,365.65,367.35,2930000.0,0.0,367.350006,SmaCross,310,735683.9999999999,Broker,310,9964.39,9964.39,BuySell,310,,,Trades - Net Profit/Loss,310,,
311,AMZN,311,2015-03-27 23:59:59.999989,367.11,373.17,366.57,370.56,2609800.0,0.0,370.559998,SmaCross,311,735684.9999999999,Broker,311,9964.39,9964.39,BuySell,311,,,Trades - Net Profit/Loss,311,,
312,AMZN,312,2015-03-30 23:59:59.999989,371.87,376.12,371.55,374.59,1820900.0,0.0,374.589996,SmaCross,312,735687.9999999999,Broker,312,9964.39,9964.39,BuySell,312,,,Trades - Net Profit/Loss,312,,
313,AMZN,313,2015-03-31 23:59:59.999989,373.24,377.7,371.51,372.1,2506100.0,0.0,372.100006,SmaCross,313,735688.9999999999,Broker,313,9964.39,9964.39,BuySell,313,,,Trades - Net Profit/Loss,313,,
314,AMZN,314,2015-04-01 23:59:59.999989,372.1,373.16,368.34,370.26,2458100.0,0.0,370.26001,SmaCross,314,735689.9999999999,Broker,314,9964.39,9964.39,BuySell,314,,,Trades - Net Profit/Loss,314,,
315,AMZN,315,2015-04-02 23:59:59.999989,370.5,373.28,369.0,372.25,1875300.0,0.0,372.25,SmaCross,315,735690.9999999999,Broker,315,9964.39,9964.39,BuySell,315,,,Trades - Net Profit/Loss,315,,
316,AMZN,316,2015-04-06 23:59:59.999989,370.1,380.2,369.36,377.04,3050700.0,0.0,377.040009,SmaCross,316,735694.9999999999,Broker,316,9964.39,9964.39,BuySell,316,,,Trades - Net Profit/Loss,316,,
317,AMZN,317,2015-04-07 23:59:59.999989,376.15,379.31,374.03,374.41,1954900.0,0.0,374.410004,SmaCross,317,735695.9999999999,Broker,317,9964.39,9964.39,BuySell,317,,,Trades - Net Profit/Loss,317,,
318,AMZN,318,2015-04-08 23:59:59.999989,374.66,381.58,374.65,381.2,2636400.0,0.0,381.200012,SmaCross,318,735696.9999999999,Broker,318,9964.39,9964.39,BuySell,318,,,Trades - Net Profit/Loss,318,,
319,AMZN,319,2015-04-09 23:59:59.999989,380.66,384.42,378.8,383.54,2392300.0,0.0,383.540009,SmaCross,319,735697.9999999999,Broker,319,9964.39,9964.39,BuySell,319,,,Trades - Net Profit/Loss,319,,
320,AMZN,320,2015-04-10 23:59:59.999989,384.31,387.12,381.32,382.65,2573500.0,0.0,382.649994,SmaCross,320,735698.9999999999,Broker,320,9964.39,9964.39,BuySell,320,,,Trades - Net Profit/Loss,320,,
321,AMZN,321,2015-04-13 23:59:59.999989,383.53,385.28,380.14,382.36,1894500.0,0.0,382.359985,SmaCross,321,735701.9999999999,Broker,321,9964.39,9964.39,BuySell,321,,,Trades - Net Profit/Loss,321,,
322,AMZN,322,2015-04-14 23:59:59.999989,383.51,387.81,381.21,385.11,2583600.0,0.0,385.109985,SmaCross,322,735702.9999999999,Broker,322,9580.88,9965.99,BuySell,322,375.49185,,Trades - Net Profit/Loss,322,,
323,AMZN,323,2015-04-15 23:59:59.999989,384.65,385.78,381.64,383.45,1933200.0,0.0,383.450012,SmaCross,323,735703.9999999999,Broker,323,9580.88,9964.33,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,AMZN,324,2015-04-16 23:59:59.999989,383.69,387.45,383.55,386.04,2080400.0,0.0,386.040009,SmaCross,324,735704.9999999999,Broker,324,9580.88,9966.92,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,AMZN,325,2015-04-17 23:59:59.999989,382.63,383.56,374.4,375.56,3839700.0,0.0,375.559998,SmaCross,325,735705.9999999999,Broker,325,9580.88,9956.439999999999,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,AMZN,326,2015-04-20 23:59:59.999989,378.55,391.94,377.0,389.51,5016100.0,0.0,389.51001,SmaCross,326,735708.9999999999,Broker,326,9580.88,9970.39,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,AMZN,327,2015-04-21 23:59:59.999989,391.31,394.6,386.8,391.18,4643500.0,0.0,391.179993,SmaCross,327,735709.9999999999,Broker,327,9580.88,9972.06,BuySell,327,,,Trades - Net Profit/Loss,327,,
328,AMZN,328,2015-04-22 23:59:59.999989,391.91,394.28,388.0,389.8,3474700.0,0.0,389.799988,SmaCross,328,735710.9999999999,Broker,328,9580.88,9970.679999999998,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,AMZN,329,2015-04-23 23:59:59.999989,390.21,391.88,386.15,389.99,7980000.0,0.0,389.98999,SmaCross,329,735711.9999999999,Broker,329,9580.88,9970.869999999999,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,AMZN,330,2015-04-24 23:59:59.999989,439.0,452.65,439.0,445.1,17176900.0,0.0,445.100006,SmaCross,330,735712.9999999999,Broker,330,9580.88,10025.98,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,AMZN,331,2015-04-27 23:59:59.999989,443.86,446.99,437.41,438.56,5430900.0,0.0,438.559998,SmaCross,331,735715.9999999999,Broker,331,9580.88,10019.439999999999,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,AMZN,332,2015-04-28 23:59:59.999989,438.51,439.0,428.04,429.31,4140500.0,0.0,429.309998,SmaCross,332,735716.9999999999,Broker,332,9580.88,10010.189999999999,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,AMZN,333,2015-04-29 23:59:59.999989,426.75,434.24,426.03,429.37,3621700.0,0.0,429.369995,SmaCross,333,735717.9999999999,Broker,333,9580.88,10010.25,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,AMZN,334,2015-04-30 23:59:59.999989,427.11,431.75,419.24,421.78,3647900.0,0.0,421.779999,SmaCross,334,735718.9999999999,Broker,334,9580.88,10002.66,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,AMZN,335,2015-05-01 23:59:59.999989,423.82,425.64,416.0,422.87,3565800.0,0.0,422.869995,SmaCross,335,735719.9999999999,Broker,335,9580.88,10003.75,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,AMZN,336,2015-05-04 23:59:59.999989,424.8,429.77,422.42,423.04,2270400.0,0.0,423.040009,SmaCross,336,735722.9999999999,Broker,336,9580.88,10003.92,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,AMZN,337,2015-05-05 23:59:59.999989,422.85,427.51,421.02,421.19,2856400.0,0.0,421.190002,SmaCross,337,735723.9999999999,Broker,337,9580.88,10002.07,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,AMZN,338,2015-05-06 23:59:59.999989,421.43,422.72,414.55,419.1,2552500.0,0.0,419.100006,SmaCross,338,735724.9999999999,Broker,338,9580.88,9999.98,BuySell,338,,,Trades - Net Profit/Loss,338,,
339,AMZN,339,2015-05-07 23:59:59.999989,424.15,428.5,422.85,426.88,2766100.0,0.0,426.880005,SmaCross,339,735725.9999999999,Broker,339,9580.88,10007.759999999998,BuySell,339,,,Trades - Net Profit/Loss,339,,
340,AMZN,340,2015-05-08 23:59:59.999989,430.75,435.2,430.17,433.69,2908800.0,0.0,433.690002,SmaCross,340,735726.9999999999,Broker,340,9580.88,10014.57,BuySell,340,,,Trades - Net Profit/Loss,340,,
341,AMZN,341,2015-05-11 23:59:59.999989,432.51,439.0,431.37,432.85,2393700.0,0.0,432.850006,SmaCross,341,735729.9999999999,Broker,341,9580.88,10013.73,BuySell,341,,,Trades - Net Profit/Loss,341,,
342,AMZN,342,2015-05-12 23:59:59.999989,431.08,433.25,426.71,431.02,1947800.0,0.0,431.019989,SmaCross,342,735730.9999999999,Broker,342,9580.88,10011.9,BuySell,342,,,Trades - Net Profit/Loss,342,,
343,AMZN,343,2015-05-13 23:59:59.999989,429.98,433.53,425.8,426.87,1996300.0,0.0,426.869995,SmaCross,343,735731.9999999999,Broker,343,9580.88,10007.75,BuySell,343,,,Trades - Net Profit/Loss,343,,
344,AMZN,344,2015-05-14 23:59:59.999989,429.45,433.0,427.01,432.28,1888500.0,0.0,432.279999,SmaCross,344,735732.9999999999,Broker,344,9580.88,10013.16,BuySell,344,,,Trades - Net Profit/Loss,344,,
345,AMZN,345,2015-05-15 23:59:59.999989,428.0,430.4,424.3,426.0,4240300.0,0.0,426.0,SmaCross,345,735733.9999999999,Broker,345,9580.88,10006.88,BuySell,345,,,Trades - Net Profit/Loss,345,,
346,AMZN,346,2015-05-18 23:59:59.999989,426.0,427.27,421.46,425.24,2390200.0,0.0,425.23999,SmaCross,346,735736.9999999999,Broker,346,9580.88,10006.119999999999,BuySell,346,,,Trades - Net Profit/Loss,346,,
347,AMZN,347,2015-05-19 23:59:59.999989,424.87,428.24,420.63,421.71,2464200.0,0.0,421.709991,SmaCross,347,735737.9999999999,Broker,347,9580.88,10002.589999999998,BuySell,347,,,Trades - Net Profit/Loss,347,,
348,AMZN,348,2015-05-20 23:59:59.999989,420.6,427.1,418.36,423.86,2196200.0,0.0,423.859985,SmaCross,348,735738.9999999999,Broker,348,9580.88,10004.74,BuySell,348,,,Trades - Net Profit/Loss,348,,
349,AMZN,349,2015-05-21 23:59:59.999989,428.0,436.9,428.0,431.63,4121400.0,0.0,431.630005,SmaCross,349,735739.9999999999,Broker,349,9580.88,10012.509999999998,BuySell,349,,,Trades - Net Profit/Loss,349,,
350,AMZN,350,2015-05-22 23:59:59.999989,431.55,432.44,427.61,427.63,2020600.0,0.0,427.630005,SmaCross,350,735740.9999999999,Broker,350,9580.88,10008.509999999998,BuySell,350,,,Trades - Net Profit/Loss,350,,
351,AMZN,351,2015-05-26 23:59:59.999989,426.2,427.0,422.0,425.47,2244200.0,0.0,425.470001,SmaCross,351,735744.9999999999,Broker,351,9580.88,10006.349999999999,BuySell,351,,,Trades - Net Profit/Loss,351,,
352,AMZN,352,2015-05-27 23:59:59.999989,427.45,431.85,425.01,431.42,2231100.0,0.0,431.420013,SmaCross,352,735745.9999999999,Broker,352,9580.88,10012.3,BuySell,352,,,Trades - Net Profit/Loss,352,,
353,AMZN,353,2015-05-28 23:59:59.999989,429.71,431.35,425.47,426.57,1912400.0,0.0,426.570007,SmaCross,353,735746.9999999999,Broker,353,9580.88,10007.449999999999,BuySell,353,,,Trades - Net Profit/Loss,353,,
354,AMZN,354,2015-05-29 23:59:59.999989,427.23,432.5,427.23,429.23,3016100.0,0.0,429.230011,SmaCross,354,735747.9999999999,Broker,354,9580.88,10010.109999999999,BuySell,354,,,Trades - Net Profit/Loss,354,,
355,AMZN,355,2015-06-01 23:59:59.999989,430.4,433.16,426.2,430.92,2253300.0,0.0,430.920013,SmaCross,355,735750.9999999999,Broker,355,9580.88,10011.8,BuySell,355,,,Trades - Net Profit/Loss,355,,
356,AMZN,356,2015-06-02 23:59:59.999989,430.07,433.23,426.25,430.99,1668900.0,0.0,430.98999,SmaCross,356,735751.9999999999,Broker,356,9580.88,10011.869999999999,BuySell,356,,,Trades - Net Profit/Loss,356,,
357,AMZN,357,2015-06-03 23:59:59.999989,434.4,438.39,432.75,436.59,2727900.0,0.0,436.589996,SmaCross,357,735752.9999999999,Broker,357,9580.88,10017.47,BuySell,357,,,Trades - Net Profit/Loss,357,,
358,AMZN,358,2015-06-04 23:59:59.999989,434.4,436.76,429.26,430.78,2510800.0,0.0,430.779999,SmaCross,358,735753.9999999999,Broker,358,9580.88,10011.66,BuySell,358,,,Trades - Net Profit/Loss,358,,
359,AMZN,359,2015-06-05 23:59:59.999989,429.66,430.8,426.5,426.95,1907900.0,0.0,426.950012,SmaCross,359,735754.9999999999,Broker,359,9580.88,10007.83,BuySell,359,,,Trades - Net Profit/Loss,359,,
360,AMZN,360,2015-06-08 23:59:59.999989,425.62,426.8,421.43,423.5,2172500.0,0.0,423.5,SmaCross,360,735757.9999999999,Broker,360,9580.88,10004.38,BuySell,360,,,Trades - Net Profit/Loss,360,,
